PRODUCT_NUMBER,YEAR,MONTH,EXPECTED_VOLUME
21,2021,9,142
21,2021,10,762
21,2021,11,426
21,2021,12,99
21,2022,1,183
21,2022,2,256
21,2022,3,358
21,2022,4,254
21,2022,5,258
21,2022,6,285
21,2022,7,292
21,2022,8,325
21,2022,9,311
21,2022,10,690
21,2022,11,213
21,2022,12,277
22,2020,1,38
22,2020,2,18
22,2020,3,105
22,2020,4,69
22,2020,5,33
22,2020,6,63
22,2020,7,83
22,2020,8,27
22,2020,9,46
22,2020,10,140
22,2020,11,52
22,2020,12,44
22,2021,1,51
22,2021,2,65
22,2021,3,43
22,2021,4,173
22,2021,5,138
22,2021,6,62
22,2021,7,92
22,2021,8,77
22,2021,9,117
22,2021,10,320
22,2021,11,53
22,2021,12,55
22,2022,1,36
22,2022,2,28
22,2022,3,166
22,2022,4,92
22,2022,5,107
22,2022,6,70
22,2022,7,165
22,2022,8,79
22,2022,9,88
22,2022,10,409
22,2022,11,182
22,2022,12,62
23,2020,1,16
23,2020,2,69
23,2020,3,54
23,2020,4,76
23,2020,5,107
23,2020,6,43
23,2020,7,75
23,2020,8,68
23,2020,9,29
23,2020,10,157
23,2020,11,27
23,2020,12,19
23,2021,1,75
23,2021,2,126
23,2021,3,65
23,2021,4,133
23,2021,5,109
23,2021,6,48
23,2021,7,135
23,2021,8,105
23,2021,9,104
23,2021,10,202
23,2021,11,124
23,2021,12,83
23,2022,1,40
23,2022,2,40
23,2022,3,65
23,2022,4,152
23,2022,5,127
23,2022,6,102
23,2022,7,75
23,2022,8,64
23,2022,9,15
23,2022,10,246
23,2022,11,63
23,2022,12,73
24,2020,1,195
24,2020,2,518
24,2020,3,464
24,2020,4,336
24,2020,5,590
24,2020,6,686
24,2020,7,764
24,2020,8,218
24,2020,9,260
24,2020,10,811
24,2020,11,94
24,2020,12,258
24,2021,1,213
24,2021,2,321
24,2021,3,783
24,2021,4,1094
24,2021,5,503
24,2021,6,458
24,2021,7,260
24,2021,8,1538
24,2021,9,333
24,2021,10,1489
24,2021,11,500
24,2021,12,453
24,2022,1,238
24,2022,2,315
24,2022,3,555
24,2022,4,962
24,2022,5,785
24,2022,6,852
24,2022,7,1374
24,2022,8,733
24,2022,9,635
24,2022,10,1824
24,2022,11,514
24,2022,12,309
25,2020,1,88
25,2020,2,163
25,2020,3,245
25,2020,4,177
25,2020,5,130
25,2020,6,296
25,2020,7,562
25,2020,8,157
25,2020,9,318
25,2020,10,305
25,2020,11,200
25,2020,12,169
25,2021,1,186
25,2021,2,472
25,2021,3,257
25,2021,4,467
25,2021,5,443
25,2021,6,558
25,2021,7,206
25,2021,8,392
25,2021,9,368
25,2021,10,966
25,2021,11,217
25,2021,12,126
25,2022,1,312
25,2022,2,112
25,2022,3,657
25,2022,4,585
25,2022,5,244
25,2022,6,222
25,2022,7,659
25,2022,8,434
25,2022,9,368
25,2022,10,943
25,2022,11,308
25,2022,12,278
26,2020,1,64
26,2020,2,25
26,2020,3,208
26,2020,4,366
26,2020,5,129
26,2020,6,275
26,2020,7,62
26,2020,8,118
26,2020,9,292
26,2020,10,634
26,2020,11,151
26,2020,12,104
26,2021,1,263
26,2021,2,274
26,2021,3,285
26,2021,4,370
26,2021,5,327
26,2021,6,252
26,2021,7,556
26,2021,8,246
26,2021,9,443
26,2021,10,569
26,2021,11,118
26,2021,12,415
26,2022,1,238
26,2022,2,208
26,2022,3,631
26,2022,4,363
26,2022,5,463
26,2022,6,438
26,2022,7,188
26,2022,8,382
26,2022,9,199
26,2022,10,893
26,2022,11,356
26,2022,12,269
27,2020,1,57
27,2020,2,159
27,2020,3,214
27,2020,4,144
27,2020,5,94
27,2020,6,172
27,2020,7,180
27,2020,8,118
27,2020,9,33
27,2020,10,462
27,2020,11,132
27,2020,12,260
27,2021,1,202
27,2021,2,138
27,2021,3,218
27,2021,4,506
27,2021,5,81
27,2021,6,454
27,2021,7,206
27,2021,8,284
27,2021,9,299
27,2021,10,813
27,2021,11,213
27,2021,12,311
27,2022,1,520
27,2022,2,241
27,2022,3,370
27,2022,4,413
27,2022,5,391
27,2022,6,502
27,2022,7,199
27,2022,8,404
27,2022,9,236
27,2022,10,1097
27,2022,11,381
27,2022,12,215
28,2020,1,70
28,2020,2,219
28,2020,3,260
28,2020,4,376
28,2020,5,260
28,2020,6,645
28,2020,7,310
28,2020,8,385
28,2020,9,354
28,2020,10,651
28,2020,11,261
28,2020,12,133
28,2021,1,145
28,2021,2,387
28,2021,3,673
28,2021,4,790
28,2021,5,711
28,2021,6,419
28,2021,7,517
28,2021,8,359
28,2021,9,498
28,2021,10,1235
28,2021,11,361
28,2021,12,164
28,2022,1,322
28,2022,2,108
28,2022,3,524
28,2022,4,952
28,2022,5,470
28,2022,6,559
28,2022,7,722
28,2022,8,374
28,2022,9,514
28,2022,10,1085
28,2022,11,524
28,2022,12,228
29,2020,1,362
29,2020,2,103
29,2020,3,324
29,2020,4,318
29,2020,5,131
29,2020,6,700
29,2020,7,767
29,2020,8,207
29,2020,9,369
29,2020,10,764
29,2020,11,104
29,2020,12,68
29,2021,1,430
29,2021,2,338
29,2021,3,566
29,2021,4,1449
29,2021,5,247
29,2021,6,535
29,2021,7,307
29,2021,8,504
29,2021,9,509
29,2021,10,1519
29,2021,11,396
29,2021,12,363
29,2022,1,280
29,2022,2,219
29,2022,3,595
29,2022,4,868
29,2022,5,411
29,2022,6,675
29,2022,7,553
29,2022,8,535
29,2022,9,403
29,2022,10,1792
29,2022,11,472
29,2022,12,439
30,2020,1,135
30,2020,2,80
30,2020,3,22
30,2020,4,357
30,2020,5,120
30,2020,6,308
30,2020,7,475
30,2020,8,138
30,2020,9,182
30,2020,10,676
30,2020,11,266
30,2020,12,255
30,2021,1,453
30,2021,2,139
30,2021,3,515
30,2021,4,507
30,2021,5,355
30,2021,6,494
30,2021,7,405
30,2021,8,319
30,2021,9,393
30,2021,10,588
30,2021,11,222
30,2021,12,419
30,2022,1,195
30,2022,2,194
30,2022,3,292
30,2022,4,781
30,2022,5,400
30,2022,6,246
30,2022,7,604
30,2022,8,315
30,2022,9,427
30,2022,10,1522
30,2022,11,195
30,2022,12,368
31,2020,1,212
31,2020,2,143
31,2020,3,210
31,2020,4,555
31,2020,5,208
31,2020,6,444
31,2020,7,312
31,2020,8,404
31,2020,9,285
31,2020,10,968
31,2020,11,321
31,2020,12,157
31,2021,1,253
31,2021,2,304
31,2021,3,655
31,2021,4,682
31,2021,5,628
31,2021,6,1216
31,2021,7,510
31,2021,8,463
31,2021,9,695
31,2021,10,993
31,2021,11,373
31,2021,12,144
31,2022,1,451
31,2022,2,143
31,2022,3,946
31,2022,4,501
31,2022,5,333
31,2022,6,936
31,2022,7,487
31,2022,8,385
31,2022,9,567
31,2022,10,2136
31,2022,11,728
31,2022,12,254
32,2020,1,866
32,2020,2,227
32,2020,3,555
32,2020,4,918
32,2020,5,575
32,2020,6,1034
32,2020,7,2032
32,2020,8,623
32,2020,9,754
32,2020,10,2086
32,2020,11,717
32,2020,12,475
32,2021,1,734
32,2021,2,614
32,2021,3,677
32,2021,4,1671
32,2021,5,1363
32,2021,6,1624
32,2021,7,1993
32,2021,8,1701
32,2021,9,1842
32,2021,10,3408
32,2021,11,1472
32,2021,12,802
32,2022,1,685
32,2022,2,635
32,2022,3,1348
32,2022,4,2286
32,2022,5,1676
32,2022,6,1231
32,2022,7,1713
32,2022,8,786
32,2022,9,2280
32,2022,10,3833
32,2022,11,784
32,2022,12,1994
33,2020,1,601
33,2020,2,808
33,2020,3,605
33,2020,4,561
33,2020,5,577
33,2020,6,799
33,2020,7,1569
33,2020,8,855
33,2020,9,397
33,2020,10,2068
33,2020,11,490
33,2020,12,827
33,2021,1,511
33,2021,2,126
33,2021,3,2102
33,2021,4,2025
33,2021,5,782
33,2021,6,1839
33,2021,7,1769
33,2021,8,1695
33,2021,9,998
33,2021,10,2780
33,2021,11,410
33,2021,12,420
33,2022,1,1451
33,2022,2,192
33,2022,3,1146
33,2022,4,2138
33,2022,5,1079
33,2022,6,1388
33,2022,7,1408
33,2022,8,1252
33,2022,9,1141
33,2022,10,3767
33,2022,11,1743
33,2022,12,917
34,2020,1,121
34,2020,2,456
34,2020,3,447
34,2020,4,1907
34,2020,5,341
34,2020,6,1022
34,2020,7,814
34,2020,8,397
34,2020,9,484
34,2020,10,1944
34,2020,11,282
34,2020,12,355
34,2021,1,930
34,2021,2,609
34,2021,3,919
34,2021,4,2252
34,2021,5,990
34,2021,6,1726
34,2021,7,1901
34,2021,8,844
34,2021,9,2333
34,2021,10,2246
34,2021,11,954
34,2021,12,1130
34,2022,1,335
34,2022,2,585
34,2022,3,2314
34,2022,4,3164
34,2022,5,720
34,2022,6,1780
34,2022,7,1142
34,2022,8,1519
34,2022,9,1285
34,2022,10,4011
34,2022,11,1732
34,2022,12,1620
35,2020,1,133
35,2020,2,436
35,2020,3,313
35,2020,4,883
35,2020,5,425
35,2020,6,293
35,2020,7,517
35,2020,8,435
35,2020,9,573
35,2020,10,1294
35,2020,11,797
35,2020,12,234
35,2021,1,485
35,2021,2,228
35,2021,3,954
35,2021,4,862
35,2021,5,1163
35,2021,6,1215
35,2021,7,1136
35,2021,8,638
35,2021,9,966
35,2021,10,1585
35,2021,11,938
35,2021,12,610
35,2022,1,742
35,2022,2,220
35,2022,3,1198
35,2022,4,1370
35,2022,5,317
35,2022,6,1524
35,2022,7,979
35,2022,8,562
35,2022,9,751
35,2022,10,2052
35,2022,11,1485
35,2022,12,749
36,2020,1,152
36,2020,2,561
36,2020,3,149
36,2020,4,1218
36,2020,5,638
36,2020,6,313
36,2020,7,638
36,2020,8,427
36,2020,9,721
36,2020,10,1984
36,2020,11,452
36,2020,12,451
36,2021,1,772
36,2021,2,279
36,2021,3,1091
36,2021,4,1558
36,2021,5,886
36,2021,6,942
36,2021,7,644
36,2021,8,1179
36,2021,9,1349
36,2021,10,2636
36,2021,11,552
36,2021,12,298
36,2022,1,1057
36,2022,2,444
36,2022,3,1088
36,2022,4,1911
36,2022,5,1508
36,2022,6,1277
36,2022,7,663
36,2022,8,512
36,2022,9,344
36,2022,10,2416
36,2022,11,581
36,2022,12,1488
37,2020,1,60
37,2020,2,437
37,2020,3,288
37,2020,4,287
37,2020,5,121
37,2020,6,167
37,2020,7,125
37,2020,8,136
37,2020,9,276
37,2020,10,744
37,2020,11,353
37,2020,12,42
37,2021,1,284
37,2021,2,386
37,2021,3,190
37,2021,4,927
37,2021,5,316
37,2021,6,278
37,2021,7,240
37,2021,8,396
37,2021,9,801
37,2021,10,1469
37,2021,11,110
37,2021,12,324
37,2022,1,143
37,2022,2,52
37,2022,3,182
37,2022,4,597
37,2022,5,430
37,2022,6,595
37,2022,7,456
37,2022,8,770
37,2022,9,964
37,2022,10,1452
37,2022,11,411
37,2022,12,434
38,2020,1,51
38,2020,2,152
38,2020,3,302
38,2020,4,257
38,2020,5,86
38,2020,6,335
38,2020,7,269
38,2020,8,146
38,2020,9,114
38,2020,10,821
38,2020,11,228
38,2020,12,75
38,2021,1,191
38,2021,2,384
38,2021,3,585
38,2021,4,425
38,2021,5,398
38,2021,6,273
38,2021,7,349
38,2021,8,296
38,2021,9,329
38,2021,10,1090
38,2021,11,79
38,2021,12,141
38,2022,1,126
38,2022,2,367
38,2022,3,384
38,2022,4,267
38,2022,5,585
38,2022,6,618
38,2022,7,379
38,2022,8,335
38,2022,9,532
38,2022,10,855
38,2022,11,296
38,2022,12,409
39,2020,1,235
39,2020,2,484
39,2020,3,220
39,2020,4,492
39,2020,5,149
39,2020,6,430
39,2020,7,197
39,2020,8,366
39,2020,9,311
39,2020,10,682
39,2020,11,491
39,2020,12,108
39,2021,1,385
39,2021,2,277
39,2021,3,532
39,2021,4,1518
39,2021,5,366
39,2021,6,788
39,2021,7,647
39,2021,8,374
39,2021,9,560
39,2021,10,1176
39,2021,11,449
39,2021,12,251
39,2022,1,311
39,2022,2,319
39,2022,3,908
39,2022,4,1134
39,2022,5,548
39,2022,6,681
39,2022,7,490
39,2022,8,652
39,2022,9,356
39,2022,10,1569
39,2022,11,587
39,2022,12,484
40,2020,1,568
40,2020,2,392
40,2020,3,549
40,2020,4,1127
40,2020,5,883
40,2020,6,1091
40,2020,7,799
40,2020,8,84
40,2020,9,1060
40,2020,10,1388
40,2020,11,624
40,2020,12,1022
40,2021,1,144
40,2021,2,978
40,2021,3,1058
40,2021,4,1103
40,2021,5,586
40,2021,6,1100
40,2021,7,1146
40,2021,8,824
40,2021,9,2468
40,2021,10,3001
40,2021,11,1451
40,2021,12,1002
40,2022,1,596
40,2022,2,362
40,2022,3,1067
40,2022,4,1255
40,2022,5,1030
40,2022,6,1158
40,2022,7,862
40,2022,8,2004
40,2022,9,1803
40,2022,10,3106
40,2022,11,644
40,2022,12,940
41,2020,1,84
41,2020,2,173
41,2020,3,116
41,2020,4,318
41,2020,5,61
41,2020,6,134
41,2020,7,202
41,2020,8,115
41,2020,9,194
41,2020,10,519
41,2020,11,166
41,2020,12,32
41,2021,1,105
41,2021,2,155
41,2021,3,292
41,2021,4,340
41,2021,5,247
41,2021,6,403
41,2021,7,227
41,2021,8,282
41,2021,9,474
41,2021,10,660
41,2021,11,349
41,2021,12,146
41,2022,1,193
41,2022,2,211
41,2022,3,343
41,2022,4,303
41,2022,5,441
41,2022,6,348
41,2022,7,92
41,2022,8,358
41,2022,9,212
41,2022,10,1238
41,2022,11,257
41,2022,12,205
42,2021,1,112
42,2021,2,98
42,2021,3,380
42,2021,4,491
42,2021,5,350
42,2021,6,301
42,2021,7,197
42,2021,8,202
42,2021,9,159
42,2021,10,694
42,2021,11,229
42,2021,12,213
42,2022,1,119
42,2022,2,316
42,2022,3,378
42,2022,4,476
42,2022,5,329
42,2022,6,300
42,2022,7,399
42,2022,8,230
42,2022,9,318
42,2022,10,734
42,2022,11,290
42,2022,12,104
43,2021,1,277
43,2021,2,163
43,2021,3,636
43,2021,4,686
43,2021,5,294
43,2021,6,844
43,2021,7,606
43,2021,8,345
43,2021,9,313
43,2021,10,1006
43,2021,11,298
43,2021,12,610
43,2022,1,224
43,2022,2,106
43,2022,3,505
43,2022,4,1200
43,2022,5,676
43,2022,6,687
43,2022,7,460
43,2022,8,249
43,2022,9,730
43,2022,10,1551
43,2022,11,169
43,2022,12,473
44,2021,1,173
44,2021,2,146
44,2021,3,599
44,2021,4,926
44,2021,5,696
44,2021,6,765
44,2021,7,594
44,2021,8,169
44,2021,9,774
44,2021,10,1058
44,2021,11,286
44,2021,12,318
44,2022,1,345
44,2022,2,133
44,2022,3,716
44,2022,4,859
44,2022,5,779
44,2022,6,546
44,2022,7,578
44,2022,8,379
44,2022,9,616
44,2022,10,1408
44,2022,11,655
115,2021,7,489
115,2021,8,207
115,2021,9,433
115,2021,10,1593
115,2021,11,394
115,2021,12,248
115,2022,1,146
115,2022,2,138
115,2022,3,756
115,2022,4,1294
115,2022,5,278
115,2022,6,561
115,2022,7,412
115,2022,8,282
115,2022,9,920
115,2022,10,1081
115,2022,11,398
115,2022,12,759
